val1,type1,val2,type2,name_similarity,username_similarity,exact_match,email_username_match,shared_findings_count,shared_domains,label
elena35,username,elnea35@elenasite.net,email,0.857,0.0,0.0,0.0,3,0.0,1
michael_sharmacoder@michaelsite.net,email,michael_sharma,username,0.848,0.0,0.0,0.0,0,0.0,1
ken khan,name,contact_5051@proton.me,email,0.2,0.0,0.0,0.0,0,0.0,0
+916159493333,phone,+916585626220,phone,0.0,0.0,0.0,0.0,0,0.0,0
+916375391575,phone,contact_9331@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
+917684885731,phone,priya_williams,username,0.0,0.0,0.0,0.0,0,0.0,1
jane35@gmail.com,email,janesatosite.com,domain,0.0,0.0,0.0,0.0,0,0.0,1
+916697218394,phone,+916636905477,phone,0.0,0.0,0.0,0.0,0,0.0,0
contact_1445@outlook.com,email,contact_162@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
jane_snigh,username,hacker_jane_singh,username,0.667,0.667,0.0,0.0,1,0.0,1
hacker_priya76,username,michael_brown@hotmail.com,email,0.37,0.0,0.0,0.0,0,0.0,0
priya brown,name,priy@customlab.org,email,0.533,0.0,0.0,0.0,2,0.0,1
jane@customlab.org,email,janesinghsite.com,domain,0.0,0.0,0.0,0.0,1,0.0,1
rajeshsinghsite.com,domain,+919457189042,phone,0.0,0.0,0.0,0.0,0,0.0,0
yuki_ahmed@outlook.com,email,+917185643633,phone,0.0,0.0,0.0,0.0,0,0.0,0
user_4535,username,site_1731.com,domain,0.364,0.0,0.0,0.0,0,0.0,0
michael_brown@hotmail.com,email,+15394860710,phone,0.0,0.0,0.0,0.0,0,0.0,1
amit_johnson@outlook.com,email,john_johnson@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+13361204236,phone,lisa brwon,name,0.0,0.0,0.0,0.0,0,0.0,1
rajeshsinghsite.com,domain,rajesh_singh,username,0.71,0.0,0.0,0.0,0,0.0,1
johngarciasite.com,domain,hacker_john_garcia,username,0.556,0.0,0.0,0.0,3,0.0,1
site_8352.com,domain,contact_2697@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
lisa ahmed,name,yuki smith,name,0.3,0.0,0.0,0.0,0,0.0,0
rajesh gupta,name,+919387772934,phone,0.0,0.0,0.0,0.0,0,0.0,0
priyasinghsite.com,domain,+16461064505,phone,0.0,0.0,0.0,0.0,1,0.0,1
+17289515273,phone,hacker_lisa48,username,0.08,0.0,0.0,0.0,1,0.0,1
lisa92,username,lisatanakasite.com,domain,0.333,0.0,0.0,0.0,0,0.0,1
contact_9337@yahoo.com,email,+916552147391,phone,0.0,0.0,0.0,0.0,0,0.0,0
+919804281916,phone,sara88@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+916179695727,phone,site_8176.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+916644874082,phone,user_4322,username,0.182,0.0,0.0,0.0,0,0.0,0
ali brown,name,user_4608,username,0.111,0.0,0.0,0.0,0,0.0,0
lisa patel,name,priyawilliamssite.com,domain,0.323,0.0,0.0,0.0,0,0.0,0
contact_2006@yahoo.com,email,contact_5112@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
fatima tanaka,name,+918595924800,phone,0.0,0.0,0.0,0.0,0,0.0,0
user_9905,username,user_3913,username,0.667,0.667,0.0,0.0,0,0.0,0
lisa_patel,username,lisalabs.net,domain,0.545,0.0,0.0,0.0,1,0.0,1
sara88,username,sara miller,name,0.471,0.0,0.0,0.0,1,0.0,1
michaelsharmasite.com,domain,mich5ael_sharmacoder,username,0.732,0.0,0.0,0.0,0,0.0,1
+13061582067,phone,john15,username,0.222,0.0,0.0,0.0,3,0.0,1
+916179695727,phone,contact_1439@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
aliahmedsite.com,domain,yuki_wililams,username,0.345,0.0,0.0,0.0,0,0.0,0
priyalabs.net,domain,+918595924800,phone,0.0,0.0,0.0,0.0,1,0.0,1
rajesh68,username,+919640160203,phone,0.095,0.0,0.0,0.0,0,0.0,0
yuki_wililams,username,ali kumar,name,0.273,0.0,0.0,0.0,0,0.0,0
elena davis,name,lisatanakasite.com,domain,0.276,0.0,0.0,0.0,0,0.0,0
user_7383,username,+916445448155,phone,0.091,0.0,0.0,0.0,0,0.0,0
david singh,name,+13632976005,phone,0.0,0.0,0.0,0.0,0,0.0,1
+916342395566,phone,site_2795.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
robert brown,name,+916978723541,phone,0.0,0.0,0.0,0.0,0,0.0,0
yuki_devi,username,elnea35,username,0.125,0.125,0.0,0.0,0,0.0,0
ken gupta,name,+916639333838,phone,0.0,0.0,0.0,0.0,0,0.0,0
lisa patel,name,hacke_rlisa_patel,username,0.667,0.0,0.0,0.0,1,0.0,1
user_9266,username,+916611874288,phone,0.273,0.0,0.0,0.0,0,0.0,0
jane@customlab.org,email,hacker_jane_singh,username,0.381,0.0,0.0,0.0,2,0.0,1
lisapatelsite.com,domain,john_johnson@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
elena1,username,+18022317079,phone,0.111,0.0,0.0,0.0,1,0.0,1
yukiahmedsite.com,domain,uy7ki_ahmed,username,0.571,0.0,0.0,0.0,0,0.0,1
hacker_michael_tanhaka,username,michael_tanka,username,0.743,0.743,0.0,0.0,3,0.0,1
hacker_fatima_patel,username,fatima@customlab.org,email,0.48,0.0,0.0,0.0,1,0.0,1
kengarciasite.com,domain,ken garcia,name,0.519,0.0,0.0,0.0,2,0.0,1
ken80@gmail.com,email,amitsharmasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+18657383171,phone,priya_willaims,username,0.0,0.0,0.0,0.0,2,0.0,1
rajeshkhansite.com,domain,rjaesh97,username,0.385,0.0,0.0,0.0,0,0.0,1
+916504656261,phone,user_6660,username,0.273,0.0,0.0,0.0,0,0.0,0
john johnson,name,john_johnson,username,0.917,0.0,0.0,0.0,2,0.0,1
user_6714,username,neha kumar,name,0.211,0.0,0.0,0.0,0,0.0,0
amit johnson,name,+918474818136,phone,0.0,0.0,0.0,0.0,0,0.0,0
user_6119,username,site_1541.com,domain,0.455,0.0,0.0,0.0,0,0.0,0
asra88,username,+13877537485,phone,0.222,0.0,0.0,0.0,1,0.0,1
rajeshsmithsite.com,domain,michael sharma,name,0.303,0.0,0.0,0.0,0,0.0,0
lisa brown,name,jane singh,name,0.3,0.0,0.0,0.0,0,0.0,0
+918209110951,phone,lisa9,username,0.111,0.0,0.0,0.0,0,0.0,0
contact_7938@gmail.com,email,+916313092643,phone,0.0,0.0,0.0,0.0,0,0.0,0
site_8748.com,domain,fatima patel,name,0.24,0.0,0.0,0.0,0,0.0,0
site_3170.com,domain,+916462677843,phone,0.0,0.0,0.0,0.0,0,0.0,0
sara88@hotmail.com,email,+13877537485,phone,0.0,0.0,0.0,0.0,1,0.0,1
+916091604512,phone,contact_4142@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
carlos brown,name,site_9782.com,domain,0.16,0.0,0.0,0.0,0,0.0,0
+19573061161,phone,fatima@customlab.org,email,0.0,0.0,0.0,0.0,0,0.0,1
user_6322,username,ali jones,name,0.111,0.0,0.0,0.0,0,0.0,0
rajeshmillersite.com,domain,+918474818136,phone,0.0,0.0,0.0,0.0,0,0.0,0
michael shara,name,michael_sharmacoderdev.org,domain,0.615,0.0,0.0,0.0,3,0.0,1
sara jones,name,site_6049.com,domain,0.087,0.0,0.0,0.0,0,0.0,0
amit_johnson@outlook.com,email,jken80,username,0.222,0.0,0.0,0.0,0,0.0,0
contact_8949@gmail.com,email,neha doe,name,0.3,0.0,0.0,0.0,0,0.0,0
user_4704,username,+916455780998,phone,0.273,0.0,0.0,0.0,0,0.0,0
elenadavissite.com,domain,rajesh miller,name,0.258,0.0,0.0,0.0,0,0.0,0
john smith,name,elena_tanaka@outlook.com,email,0.182,0.0,0.0,0.0,0,0.0,0
yuki devi,name,+917658170004,phone,0.0,0.0,0.0,0.0,0,0.0,0
carlossharmasite.com,domain,+918687709408,phone,0.0,0.0,0.0,0.0,0,0.0,0
contact_1209@gmail.com,email,+916216658534,phone,0.0,0.0,0.0,0.0,0,0.0,0
yukilabs.net,domain,yuki@customlab.org,email,0.0,0.0,0.0,0.0,2,0.0,1
ken gupta,name,ken_gupat,username,0.444,0.0,0.0,0.0,0,0.0,1
+916698443238,phone,user_134,username,0.19,0.0,0.0,0.0,0,0.0,0
emily sharma,name,user_6307,username,0.19,0.0,0.0,0.0,1,0.0,0
hacker_priya39,username,priya borwn,name,0.48,0.0,0.0,0.0,1,0.0,1
rahul sharma,name,+916375391575,phone,0.0,0.0,0.0,0.0,0,0.0,0
david singh,name,dvaid singh,name,0.909,0.0,0.0,0.0,0,0.0,1
site_2494.com,domain,robert jones,name,0.16,0.0,0.0,0.0,0,0.0,0
ilsa patel,name,lisa_patle,username,0.7,0.0,0.0,0.0,1,0.0,1
michael_brown@hotmail.com,email,michael_sharmacoder,username,0.625,0.0,0.0,0.0,0,0.0,0
michaelbrownsite.com,domain,+919457189042,phone,0.0,0.0,0.0,0.0,0,0.0,1
user_6138,username,site_3374.com,domain,0.364,0.0,0.0,0.0,0,0.0,0
rajesh97,username,+917185643633,phone,0.19,0.0,0.0,0.0,1,0.0,1
david singh,name,+919733959353,phone,0.0,0.0,0.0,0.0,1,0.0,1
hacker_ken_gupta,username,+918338710195,phone,0.0,0.0,0.0,0.0,1,0.0,1
site_218.com,domain,emily smith,name,0.261,0.0,0.0,0.0,0,0.0,0
amit ojhnson,name,amit_johnson@outlook.com,email,0.833,0.0,0.0,0.0,0,0.0,1
+917047187022,phone,michael_sharma@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
carlos@customlab.org,email,hacker_carlos_sharma,username,0.462,0.0,0.0,0.0,3,0.0,1
kenb@customlab.org,email,ken jones,name,0.462,0.0,0.0,0.0,1,0.0,1
fatima devi,name,rajesh_miller,username,0.167,0.0,0.0,0.0,0,0.0,0
site_7561.com,domain,user_6660,username,0.364,0.0,0.0,0.0,0,0.0,0
johnlabs.net,domain,+18397435820,phone,0.0,0.0,0.0,0.0,3,0.0,1
ali_ahmed@yahoo.com,email,lai ahmed,name,0.556,0.0,0.0,0.0,3,0.0,1
jken80,username,ken80@gmail.com,email,0.909,0.0,0.0,0.0,2,0.0,1
jane martinez,name,contact_3538@outlook.com,email,0.24,0.0,0.0,0.0,0,0.0,0
+917684885731,phone,priyaw_illmiams,username,0.0,0.0,0.0,0.0,1,0.0,1
janesinghsite.com,domain,fatimadevisite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
user_3807,username,contact_2476@outlook.com,email,0.19,0.0,0.0,0.0,1,0.0,0
hacker_lbisa_ahmed,username,lisa ahmed,name,0.429,0.0,0.0,0.0,1,0.0,1
priya3g9,username,hacker_priya39,username,0.636,0.636,0.0,0.0,2,0.0,1
lisa taanka,name,lisatanakasite.com,domain,0.621,0.0,0.0,0.0,2,0.0,1
+916879859376,phone,user_9125,username,0.273,0.0,0.0,0.0,0,0.0,0
ananya gupta,name,user_8991,username,0.095,0.0,0.0,0.0,0,0.0,0
+917658170004,phone,michael sharma,name,0.0,0.0,0.0,0.0,0,0.0,0
contact_1003@hotmail.com,email,+916293124167,phone,0.0,0.0,0.0,0.0,0,0.0,0
rajeshkhansite.com,domain,rajesh khan,name,0.414,0.0,0.0,0.0,2,0.0,1
ken_gupta@outlook.com,email,rajesh_gupta@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+918965178657,phone,+917912548711,phone,0.0,0.0,0.0,0.0,0,0.0,0
michaelsharmasite.com,domain,michael_sharmacoderdev.org,domain,0.0,0.0,0.0,0.0,2,0.0,1
lisa garcia,name,+916415870912,phone,0.0,0.0,0.0,0.0,0,0.0,0
contact_5035@gmail.com,email,user_3909,username,0.19,0.0,0.0,0.0,0,0.0,0
contact_5042@gmail.com,email,site_8820.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
rajeshmartinezsite.com,domain,johnsmithsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
fatima williams,name,contact_8188@hotmail.com,email,0.148,0.0,0.0,0.0,0,0.0,0
rahulpatelsite.com,domain,+918183223644,phone,0.0,0.0,0.0,0.0,0,0.0,0
+916013876658,phone,contact_1402@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
rajeshsmithsite.com,domain,sara miller,name,0.2,0.0,0.0,0.0,0,0.0,0
priyabrownsite.com,domain,fatimatanakasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
priyasinghsite.com,domain,priya76@proton.me,email,0.0,0.0,0.0,0.0,2,0.0,1
fatima83@outlook.com,email,fatima_patel@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+12554553068,phone,rahul@customlab.org,email,0.0,0.0,0.0,0.0,0,0.0,1
user_8795,username,site_6285.com,domain,0.455,0.0,0.0,0.0,0,0.0,0
priya39@gmail.com,email,prizya39,username,0.933,0.0,0.0,0.0,2,0.0,1
site_6362.com,domain,contact_1913@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+919952958729,phone,rajesh martinez,name,0.0,0.0,0.0,0.0,0,0.0,0
yuki_devi@outlook.com,email,yukilabs.net,domain,0.0,0.0,0.0,0.0,0,0.0,1
+916116528967,phone,user_5007,username,0.182,0.0,0.0,0.0,0,0.0,0
+17908303933,phone,jane johnson,name,0.0,0.0,0.0,0.0,0,0.0,1
rajesh martinez,name,+919837615419,phone,0.0,0.0,0.0,0.0,0,0.0,1
priya sharma,name,user_1313,username,0.19,0.0,0.0,0.0,0,0.0,0
michael_sharm,username,michael shara,name,0.846,0.0,0.0,0.0,0,0.0,1
lis9,username,lisatanakasite.com,domain,0.273,0.0,0.0,0.0,3,0.0,1
davidsinghsite.com,domain,hacker_john_garcia,username,0.222,0.0,0.0,0.0,0,0.0,0
amit_sharma@proton.me,email,amit_sharma,username,1.0,0.0,0.0,1.0,2,0.0,1
lisa johnson,name,contact_1043@yahoo.com,email,0.25,0.0,0.0,0.0,0,0.0,0
jane_nsigh,username,hacker_jane_singh,username,0.667,0.667,0.0,0.0,1,0.0,1
+919733959353,phone,jane35@gmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
ananya_khan,username,ananya_khan@proton.me,email,1.0,0.0,0.0,1.0,0,0.0,1
priya39@gmail.com,email,ken37@yahoo.com,email,0.0,0.0,0.0,0.0,0,0.0,0
lisabrownsite.com,domain,yuki_wililams,username,0.267,0.0,0.0,0.0,0,0.0,0
user_7287,username,robert martinez,name,0.167,0.0,0.0,0.0,0,0.0,0
hacker_rahul77,username,rahu77,username,0.6,0.6,0.0,0.0,1,0.0,1
ken sato,name,user_2770,username,0.118,0.0,0.0,0.0,0,0.0,0
jane johnson,name,hacker_john_ahmed,username,0.414,0.0,0.0,0.0,0,0.0,0
+916931266556,phone,user_3654,username,0.273,0.0,0.0,0.0,0,0.0,0
rajesh gupta,name,john johnson,name,0.25,0.0,0.0,0.0,0,0.0,0
carlos_sharma@hotmail.com,email,lisabrownsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
david ahmed,name,+916893035856,phone,0.0,0.0,0.0,0.0,0,0.0,0
elena tanaka,name,elena sato,name,0.667,0.0,0.0,0.0,0,0.0,0
aliahmedsite.com,domain,amitjohnsonsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
site_9886.com,domain,rahul khan,name,0.0,0.0,0.0,0.0,0,0.0,0
contact_9728@outlook.com,email,user_5852,username,0.19,0.0,0.0,0.0,0,0.0,0
lisapatelsite.com,domain,david38,username,0.167,0.0,0.0,0.0,0,0.0,0
yuki iwlliams,name,yukilabs.net,domain,0.32,0.0,0.0,0.0,1,0.0,1
contact_811@gmail.com,email,site_6480.com,domain,0.0,0.0,0.0,0.0,2,0.0,0
michael_williams@proton.me,email,john garcia,name,0.222,0.0,0.0,0.0,0,0.0,0
rajesh68@gmail.com,email,rajesh68c8oder,username,0.727,0.0,0.0,0.0,0,0.0,1
amit jones,name,site_3810.com,domain,0.261,0.0,0.0,0.0,0,0.0,0
site_3740.com,domain,user_8305,username,0.455,0.0,0.0,0.0,0,0.0,0
rahul77,username,amitjohnsonsite.com,domain,0.154,0.0,0.0,0.0,0,0.0,0
+916877556541,phone,ken williams,name,0.0,0.0,0.0,0.0,0,0.0,0
contact_7473@proton.me,email,site_7392.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
fatima_patel@outlook.com,email,+919254703979,phone,0.0,0.0,0.0,0.0,0,0.0,0
rajesh68@gmail.com,email,johnsmithsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+918965178657,phone,+919387772934,phone,0.0,0.0,0.0,0.0,0,0.0,0
fatima khan,name,user_9146,username,0.0,0.0,0.0,0.0,0,0.0,0
+916449213567,phone,+916337112725,phone,0.0,0.0,0.0,0.0,0,0.0,0
michael_brown@hotmail.com,email,+917047187022,phone,0.0,0.0,0.0,0.0,0,0.0,0
hacker_emily_brown,username,david singh,name,0.207,0.0,0.0,0.0,0,0.0,0
yukidevisite.com,domain,michaelwilliamssite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
user_3601,username,neha devi,name,0.111,0.0,0.0,0.0,0,0.0,0
contact_9331@proton.me,email,user_9822,username,0.19,0.0,0.0,0.0,0,0.0,0
aliahmedsite.com,domain,lisadevisite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
hacker_rajesh_guta,username,hacker_rajesh_gupta,username,0.973,0.973,0.0,0.0,0,0.0,1
contact_8056@hotmail.com,email,+916866747189,phone,0.0,0.0,0.0,0.0,1,0.0,0
+17833385519,phone,hackr_priya39,username,0.16,0.0,0.0,0.0,1,0.0,1
rajesh miller,name,lisa ahmed,name,0.348,0.0,0.0,0.0,0,0.0,0
sara8l8,username,sara@customlab.org,email,0.727,0.0,0.0,0.0,1,0.0,1
michael brown,name,priya39@gmail.com,email,0.3,0.0,0.0,0.0,0,0.0,0
ananya_khan@proton.me,email,hacker_jane_singh,username,0.357,0.0,0.0,0.0,0,0.0,0
user_5764,username,+916825168062,phone,0.182,0.0,0.0,0.0,0,0.0,0
site_4830.com,domain,+916821146666,phone,0.0,0.0,0.0,0.0,1,0.0,0
john_johns2on,username,+19452583744,phone,0.08,0.0,0.0,0.0,0,0.0,1
contact_9582@gmail.com,email,contact_5548@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
site_8992.com,domain,user_7394,username,0.364,0.0,0.0,0.0,0,0.0,0
site_1136.com,domain,user_7689,username,0.364,0.0,0.0,0.0,0,0.0,0
site_8087.com,domain,site_7670.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
user_2181,username,user_8476,username,0.667,0.667,0.0,0.0,0,0.0,0
john_ahmed,username,john_amhed,username,0.9,0.9,0.0,0.0,1,0.0,1
hakcer_john_johnson,username,johnjohnsonsite.com,domain,0.579,0.0,0.0,0.0,2,0.0,1
michael_tanaka@gmail.com,email,michaeltanakasite.com,domain,0.0,0.0,0.0,0.0,1,0.0,1
ali khan,name,user_2310,username,0.0,0.0,0.0,0.0,0,0.0,0
johnsmithsite.com,domain,priya williams,name,0.194,0.0,0.0,0.0,0,0.0,0
sara miller,name,davidsinghsite.com,domain,0.138,0.0,0.0,0.0,0,0.0,0
site_6148.com,domain,david miller,name,0.16,0.0,0.0,0.0,0,0.0,0
sara88dev.org,domain,sara@customlab.org,email,0.0,0.0,0.0,0.0,0,0.0,1
emily_brown@yahoo.com,email,ali42coder,username,0.19,0.0,0.0,0.0,0,0.0,0
lisabrownsite.com,domain,fatima83@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
contact_1896@hotmail.com,email,site_1541.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
aftima70,username,fatima70coder,username,0.667,0.667,0.0,0.0,1,0.0,1
fatima70coer,username,fatima70coder,username,0.96,0.96,0.0,0.0,0,0.0,1
site_5238.com,domain,rahul doe,name,0.091,0.0,0.0,0.0,0,0.0,0
emily brown,name,+917430387833,phone,0.0,0.0,0.0,0.0,0,0.0,0
jane sato,name,+917912548711,phone,0.0,0.0,0.0,0.0,0,0.0,1
priyawilliamssite.com,domain,rajeshsinghsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
contact_9613@outlook.com,email,robert johnson,name,0.231,0.0,0.0,0.0,0,0.0,0
elena51,username,elenalabs.net,domain,0.5,0.0,0.0,0.0,0,0.0,1
user_1850,username,contact_1896@hotmail.com,email,0.286,0.0,0.0,0.0,0,0.0,0
ananya khan,name,ananyakhandev.org,domain,0.714,0.0,0.0,0.0,0,0.0,1
robert martinez,name,+916953681892,phone,0.0,0.0,0.0,0.0,0,0.0,0
+13061582067,phone,+918474818136,phone,0.0,0.0,0.0,0.0,0,0.0,1
elena_tanaka@outlook.com,email,elenalabs.net,domain,0.0,0.0,0.0,0.0,1,0.0,1
rajesh martinz,name,rajesh_martine,username,0.5,0.0,0.0,0.0,0,0.0,1
priya patel,name,contact_867@proton.me,email,0.182,0.0,0.0,0.0,0,0.0,0
yuki_ahmed@outlook.com,email,hacker_yuki_ahmed,username,0.741,0.0,0.0,0.0,1,0.0,1
site_874.com,domain,ali sharma,name,0.182,0.0,0.0,0.0,0,0.0,0
johngarciasite.com,domain,ken_gupta,username,0.222,0.0,0.0,0.0,0,0.0,0
priya_williams@yahoo.com,email,lisapatelsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
hacker_ken_gupta,username,en_gupat,username,0.583,0.583,0.0,0.0,2,0.0,1
john miller,name,+916415870912,phone,0.0,0.0,0.0,0.0,0,0.0,0
ananya jones,name,user_5318,username,0.095,0.0,0.0,0.0,0,0.0,0
robert martinez,name,+916877556541,phone,0.0,0.0,0.0,0.0,0,0.0,0
fatima70@hotmail.com,email,priyabrownsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
amit_johnson@outlook.com,email,sraa_smith,username,0.455,0.0,0.0,0.0,0,0.0,0
elena51@hotmail.com,email,yuki_wililams,username,0.2,0.0,0.0,0.0,0,0.0,0
michael_sharmacoder,username,michael shara,name,0.75,0.0,0.0,0.0,0,0.0,1
yuki_wililams,username,sara miller,name,0.333,0.0,0.0,0.0,0,0.0,0
michael williams,name,+917047187022,phone,0.0,0.0,0.0,0.0,0,0.0,0
+17833385519,phone,hacker_priya39,username,0.154,0.0,0.0,0.0,2,0.0,1
ananya khan,name,john ahmed,name,0.381,0.0,0.0,0.0,0,0.0,0
contact_5051@proton.me,email,+916339126138,phone,0.0,0.0,0.0,0.0,0,0.0,0
+916258549831,phone,user_6732,username,0.182,0.0,0.0,0.0,0,0.0,0
saramillersite.com,domain,ali kumar,name,0.296,0.0,0.0,0.0,0,0.0,0
site_8028.com,domain,ali khan,name,0.095,0.0,0.0,0.0,0,0.0,0
rajesh_singh@hotmail.com,email,rajehs_singh,username,0.917,0.0,0.0,0.0,2,0.0,1
lias_patel,username,lisapatelsite.com,domain,0.593,0.0,0.0,0.0,2,0.0,1
robert williams,name,user_2236,username,0.167,0.0,0.0,0.0,0,0.0,0
amit_sharma@proton.me,email,amit sharma,name,0.909,0.0,0.0,0.0,0,0.0,1
hacker_rajesh64,username,faitma70,username,0.174,0.174,0.0,0.0,0,0.0,0
+916337112725,phone,david martinez,name,0.0,0.0,0.0,0.0,0,0.0,0
hacker_david38,username,davidsinghsite.com,domain,0.312,0.0,0.0,0.0,2,0.0,1
michael_sharmacoder,username,john_garcia@outlook.com,email,0.333,0.0,0.0,0.0,0,0.0,0
user_5668,username,site_5701.com,domain,0.364,0.0,0.0,0.0,0,0.0,0
+916051338808,phone,+916128841576,phone,0.0,0.0,0.0,0.0,0,0.0,0
user_885,username,site_2795.com,domain,0.381,0.0,0.0,0.0,0,0.0,0
robert singh,name,user_2900,username,0.19,0.0,0.0,0.0,0,0.0,0
+919376816771,phone,yuki_ahmed@outlook.com,email,0.0,0.0,0.0,0.0,2,0.0,1
hacker_rajesh97,username,rajeshlabs.net,domain,0.414,0.0,0.0,0.0,3,0.0,1
fatim83,username,+917212115091,phone,0.0,0.0,0.0,0.0,0,0.0,0
+918981347325,phone,+919804281916,phone,0.0,0.0,0.0,0.0,0,0.0,0
john@customlab.org,email,john15@outlook.com,email,0.0,0.0,0.0,0.0,3,0.0,1
hacker_john_ahmed,username,ali kumar,name,0.231,0.0,0.0,0.0,0,0.0,0
hacker_davvid38,username,dvaid singh,name,0.308,0.0,0.0,0.0,0,0.0,1
+918963267690,phone,+919589711983,phone,0.0,0.0,0.0,0.0,0,0.0,0
john garcia,name,rajeshkhansite.com,domain,0.345,0.0,0.0,0.0,0,0.0,0
contact_4205@yahoo.com,email,user_2441,username,0.19,0.0,0.0,0.0,0,0.0,0
elena35@yahoo.com,email,+917759419129,phone,0.0,0.0,0.0,0.0,0,0.0,0
ananyakhan,username,+13420505754,phone,0.0,0.0,0.0,0.0,1,0.0,1
john devi,name,user_5461,username,0.111,0.0,0.0,0.0,0,0.0,0
yuki smith,name,+916068858231,phone,0.0,0.0,0.0,0.0,1,0.0,0
+916038052795,phone,+916051338808,phone,0.0,0.0,0.0,0.0,0,0.0,0
neha ahmed,name,rajesh sato,name,0.381,0.0,0.0,0.0,0,0.0,0
john15,username,ait_johnson,username,0.471,0.471,0.0,0.0,0,0.0,0
michael_willias,username,michael_williamsdev.org,domain,0.789,0.0,0.0,0.0,1,0.0,1
johngarciasite.com,domain,janejohnsonsite.com,domain,0.0,0.0,0.0,0.0,1,0.0,0
hacker_john_johnson,username,rajesh97@hotmail.com,email,0.222,0.0,0.0,0.0,0,0.0,0
amitjohnsonsite.com,domain,michaelsharmasite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
ken gupta,name,lisa_patel@hotmail.com,email,0.316,0.0,0.0,0.0,0,0.0,0
+916099113942,phone,michael garcia,name,0.0,0.0,0.0,0.0,0,0.0,0
hacker_rajesh64,username,ken jones,name,0.25,0.0,0.0,0.0,0,0.0,0
fatima singh,name,user_4451,username,0.095,0.0,0.0,0.0,0,0.0,0
fatimapatelsite.com,domain,fatima_patel,username,0.71,0.0,0.0,0.0,1,0.0,1
john garcia,name,jane35@gmail.com,email,0.235,0.0,0.0,0.0,0,0.0,0
fatima_patel,username,+18258444177,phone,0.0,0.0,0.0,0.0,3,0.0,1
site_809.com,domain,site_5981.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
hacker_john_ahmed,username,+919376816771,phone,0.0,0.0,0.0,0.0,0,0.0,0
yuki gupta,name,+916581297175,phone,0.0,0.0,0.0,0.0,0,0.0,0
ali42@proton.me,email,rajesh97@hotmail.com,email,0.0,0.0,0.0,0.0,0,0.0,0
+917185643633,phone,priya brown,name,0.0,0.0,0.0,0.0,0,0.0,0
rajesh smith,name,sara88@hotmail.com,email,0.222,0.0,0.0,0.0,0,0.0,0
user_1333,username,site_470.com,domain,0.286,0.0,0.0,0.0,0,0.0,0
sara gupta,name,user_3215,username,0.316,0.0,0.0,0.0,0,0.0,0
+916866747189,phone,site_1136.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
alikumarsite.com,domain,fatimapatelsite.com,domain,0.0,0.0,0.0,0.0,0,0.0,0
+17833385519,phone,prya3g9,username,0.211,0.0,0.0,0.0,2,0.0,1
+916714915822,phone,ken kumar,name,0.0,0.0,0.0,0.0,0,0.0,0
john15,username,fatima_patel@outlook.com,email,0.0,0.0,0.0,0.0,0,0.0,0
lisa_patel,username,+918733759412,phone,0.0,0.0,0.0,0.0,3,0.0,1
site_9518.com,domain,contact_9294@proton.me,email,0.0,0.0,0.0,0.0,0,0.0,0
priya martinez,name,contact_2066@gmail.com,email,0.154,0.0,0.0,0.0,0,0.0,0
rajesh miller,name,lisa_patle,username,0.261,0.0,0.0,0.0,0,0.0,0
